excel_row,source_code,proquest_no_result_reason,description
6547,85-J1249-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6548,85-J1249-5,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6549,85-J1262-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6550,85-J1296-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6551,85-J1296-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6552,85-J1296-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6553,85-J1300-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6554,85-J1300-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6555,85-J1404-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6556,85-Jjato-t.12,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6557,85-Jjato-t.13,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6558,85-Jjato-t.17,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6559,85-Jjato-t.18,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6560,85-Jjato-t.22,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6561,85-Jjato-t.23,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6562,85-Jjato-t.25,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6563,85-Jjato-t.29,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6564,85-Jjato-t.32,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6565,85-Jjato-t.35,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6566,85-Jjato-t.36,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6567,85-Jjato-t.38,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6568,85-Jjato-t.43,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6569,85-Jjato-t.46,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6570,85-Jjato-t.51,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6571,85-Jjato-t.53,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6572,85-Jjato-t.57,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6573,85-Jjato-t.60,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6574,85-Jjato-t.61,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6596,85-S1274-2b,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
6682,85-Ssfo-t.73,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6683,85-Ssfo-t.74,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6684,85-Ssfo-t.80,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6685,85-Ssinf-t.2,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6686,85-Ssini-t.12,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6687,85-Ssini-t.17,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6688,85-Ssini-t.24,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6689,85-Ssini-t.35,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6690,85-Ssini-t.36,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6691,85-Ssini-t.39,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6692,85-Ssini-t.41,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6693,85-Ssini-t.42,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6694,85-Ssini-t.44,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6695,85-Ssini-t.53,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6696,85-Ssini-t.62,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6697,85-Ssini-t.64,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6698,85-Ssini-t.66,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6699,85-Ssini-t.68,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6700,85-Ssini-t.69,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6701,85-Ssini-t.70,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6702,85-Ssini-t.71,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6703,85-Ssini-t.75,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6704,85-Ssini-t.76,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6705,85-Ssini-t.77,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6706,85-Ssini-t.81,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6707,85-Ssini-t.82,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6708,85-Ssini-t.84,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6709,85-Ssini-t.88,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6710,85-Ssini-t.9,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6711,85-Ssj-t.2,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6712,85-Sspw-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
6773,86-H1970-9,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
6861,86-J1317-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6862,86-J1341-5,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6863,86-J1342-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6864,86-J1343-1a,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6865,86-J1343-1b,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6866,86-J1351-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6867,86-J1351-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6868,86-J1351-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6869,86-J1359-5,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
6870,86-J1385-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6871,86-J1394-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6872,86-J1404-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6873,86-J1414-7,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6874,86-J1415-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6875,86-J1415-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6876,86-J1417-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6877,86-J1417-5,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
6964,86-S311-45,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
6991,86-S321-7,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7005,86-Ssars-t.27,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7006,86-Ssars-t.9,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7007,86-Ssfo-t.18,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7008,86-Ssfo-t.30,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7009,86-Ssinf-t.4,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7010,86-Ssinf-t.7,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7011,86-Ssini-t.3,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7012,86-Ssini-t.4,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7013,86-Ssini-t.6,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7014,86-Sss-t.11,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7015,86-Sss-t.5,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7016,86-Sss-t.9,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7113,87-H401-40,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7179,87-J1458-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7180,87-J1458-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7181,87-J1487-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7182,87-J1508-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7183,87-J1512-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7184,87-J1512-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7185,87-J1512-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7186,87-J1512-5,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7187,87-J1512-6,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7188,87-J1521-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7189,87-J1521-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7190,87-J1545-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7248,87-S311-14,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7297,87-S381-14,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7305,87-Ssag-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7306,87-Ssag-t.2,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7307,87-Ssars-t.30,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7308,87-Ssd-t.47,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7309,87-Ssini-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7310,87-Ssini-t.11,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7311,87-Ssini-t.13,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7312,87-Ssini-t.17,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7313,87-Ssini-t.19,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7314,87-Ssini-t.20,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7315,87-Ssini-t.21,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7316,87-Ssini-t.25,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7317,87-Ssini-t.26,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7318,87-Ssini-t.28,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7319,87-Ssini-t.29,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7320,87-Ssini-t.30,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7321,87-Ssini-t.32,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7322,87-Ssini-t.34,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7323,87-Ssini-t.36,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7324,87-Ssini-t.42,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7325,87-Ssini-t.45,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7326,87-Ssini-t.48,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7327,87-Ssini-t.49,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7328,87-Ssini-t.50,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7329,87-Ssini-t.52,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7330,87-Ssini-t.56,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7331,87-Ssini-t.57,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7332,87-Ssini-t.60,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7333,87-Ssini-t.62,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7334,87-Ssini-t.70,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7335,87-Ssini-t.72,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7336,87-Ssini-t.73,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7337,87-Ssini-t.77,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7338,87-Ssini-t.9,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7339,87-Sss-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7477,88-H441-22,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7492,88-H441-39,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7556,88-J1456-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7557,88-J1545-5,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7558,88-J1615-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7559,88-J1615-5,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7560,88-J1627-0a,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7561,88-J1627-0b,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7562,88-J1636-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
7568,88-S1509-8,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7573,88-S1511-3c,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7685,88-S311-54,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7693,88-S311-63,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7721,88-S321-30,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7743,88-S381-1,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7757,88-S761-2,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7758,88-Ssb-t.36,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7759,88-Sscom-t.1,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7760,88-Sscom-t.7,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7761,88-Ssini-t.16,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7762,88-Ssini-t.19,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7763,88-Ssini-t.21,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7764,88-Ssini-t.25,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7765,88-Ssini-t.26,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7766,88-Ssini-t.28,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7767,88-Ssini-t.31,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7768,88-Ssini-t.32,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7769,88-Ssini-t.33,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7770,88-Ssini-t.34,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7771,88-Ssini-t.37,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7772,88-Ssini-t.38,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7773,88-Ssini-t.48,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7774,88-Ssini-t.49,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7775,88-Ssini-t.52,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7776,88-Ssini-t.55,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7777,88-Ssini-t.57,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7778,88-Ssini-t.59,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7779,88-Ssini-t.61,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7780,88-Ssini-t.63,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7781,88-Ssini-t.72,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7782,88-Ssini-t.73,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7783,88-Ssini-t.74,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7784,88-Ssini-t.76,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7785,88-Ssini-t.79,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7786,88-Ssini-t.8,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7787,88-Ssini-t.80,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7788,88-Ssini-t.81,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
7820,89-H201-13,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7929,89-H361-27,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7976,89-H441-17,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
7978,89-H441-23,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8071,89-J1679-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8072,89-J1714-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8073,89-J1714-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8074,89-J1722-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8075,89-J1722-5,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8076,89-J1762-8,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8077,89-J1766-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8078,89-S1424-5,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8155,89-S311-30,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8212,89-S401-26,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8230,89-Sscom-1,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8231,89-SSIni-1,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8232,89-SSIni-12,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8233,89-SSIni-14,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8234,89-SSIni-15,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8235,89-SSIni-16,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8236,89-SSIni-2,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8237,89-SSIni-5,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8238,89-SSIni-6,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8239,89-SSIni-7,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8240,89-SSIni-8,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8241,89-SSIni-9,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8242,89-Ssini-t.10,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8243,89-Ssini-t.11,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8244,89-Ssini-t.19,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8245,89-Ssini-t.21,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8246,89-Ssini-t.28,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8247,89-Ssini-t.29,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8248,89-Ssini-t.31,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8249,89-Ssini-t.39,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8250,89-Ssini-t.40,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8251,89-Ssini-t.45,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8252,89-Ssini-t.46,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8253,89-Ssini-t.47,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8254,89-Ssini-t.48,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8255,89-Ssini-t.51,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8256,89-Ssini-t.53,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8257,89-Ssini-t.54,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8258,89-Ssini-t.55,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8259,89-Ssini-t.56,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8260,89-Ssini-t.59,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8261,89-Ssini-t.60,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8262,89-Ssini-t.65,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8263,89-Ssini-t.7,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8264,89-Ssini-t.71,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8265,89-Ssini-t.72,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8266,89-Ssini-t.8,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8267,89-Ssini-t.9,1,"Unpublished: the master field unpublished = 1, meaning a printed transcript was not produced for ProQuest to index."
8274,90-H161-27,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8343,90-H241-78,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8372,90-H441-1,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8373,90-H441-11,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8400,90-H561-33,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
8437,90-HHAp-1,4,"Other: no permalink was found, but the record is not unpublished, is not missing a title, and is not Joint Committee on Atomic Energy."
8438,90-J1822-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8439,90-J1868-4,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8440,90-J1882-1,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8441,90-J1914-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8442,90-J1914-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8443,90-J1930-2,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8444,90-J1983-3,3,Joint Committee on Atomic Energy: the master metadata identifies a joint committee record with committee1 = 308.
8467,90-S181-1,2,"Incomplete/not-found record: unpublished is not 1, but the master hearing title is blank."
